MicroVisionChain (MAINNET)	space	MAINNET
Milady (ERC20)	ladys	ERC20
MILC Platform (BEP20)	mlt	BEP20
MILC Platform (ERC20)	mlt	ERC20
MILLI (SEI)	milli	SEI
Mina (Mainnet)	mina	Mainnet
Mind Network (BEP20)	fhe	BEP20
Mines of Dalarnia (BEP20)	dar	BEP20
Mines of Dalarnia (ERC20)	dar	ERC20
Minifootball (BEP20)	minifootball	BEP20
MINIMA (MAINNET)	minima	MAINNET
Minswap (ADA)	min	ADA
Mint Club (BEP20)	mint	BEP20
Mintlayer (ERC20)	ML	ERC20
Mintlayer (MAINNET)	ML	MAINNET
MINX TOKEN (MATIC)	minx	MATIC
MIRAI (SOL)	mirai	SOL
Mirror Protocol (ERC20)	mir	ERC20
Mithril (ERC20)	mith	ERC20
MixMob (SOL)	MXM	SOL
ML (ERC20)	ML	ETH
MobileCoin (MAINNET)	mob	MAINNET
Moca Network (ERC20)	moca	ERC20
Mog Coin (BASE)	mog	BASE
MOG Coin (ERC20)	MOG	ETH
Monero	xmr	Mainnet
MongCoin (ERC20)	mong	ERC20
MON Protocol (ERC20)	MON	ETH
Monsta Infinite (BEP20)	moni	BEP20
Monsta Infinite (BSC)	MONI	BSC
Moo Deng (SOL)	MOODENG	SOL
Moolah (BEP20)	moolah	BEP20
Moonbeam (Mainnet)	glmr	Mainnet
Moongate (BEP20)	mgt	BEP20
moonpig (SOL)	moonpig	SOL
Moonpot (BEP20)	pots	BEP20
Moonriver (Mainnet)	movr	Mainnet
Moonveil (BEP20)	more	BEP20
Moonwell (ERC20)	well	ERC20
Moonwell (MOONBEAM)	well	MOONBEAM
Morpheus.Network (ERC20)	MNW	ETH
Morpho (ERC20)	morpho	ERC20
MOTHER IGGY (SOL)	MOTHER	SOL
Movement (ERC20)	move	ERC20
MoveZ (BEP20)	movez	BEP20
MOVEZ.me (BSC)	MOVEZ	BSC
MovieBloc (BEP20)	mbl	BEP20
MovieBloc (ONT)	MBL	ONT
Moxie (Base)	MOXIE	BASE
Mubarak (BEP20)	mubarak	BEP20
MUBI (BTC)	MUBI	BTC
MUBI (ERC20)	MUBI	ETH
MultiBit (ERC20)	mubi	ERC20
Multibit (Ordinals)	mubi	brc20
Multichain (BEP20)	multi	BEP20
MultiVAC (ERC20)	mtv	ERC20
MultiversX (Mainnet)	egld	Mainnet
Mumu The Bull (SOL)	MUMU	SOL
MuratiAI (BEP20)	muratiai	BEP20
Muse (ERC20)	muse	ERC20
Musk Dao (ERC20)	MUSK	ETH
MVL (ERC20)	MVL	ETH
MXC (ERC20)	mxc	ERC20
MXC (MAINNET)	mxc	MAINNET
MX Token (ERC20)	mx	ERC20
My DeFi Pet (BEP20)	dpet	BEP20
My DeFi Pet (BSC)	DPET	BSC
My Neighbor Alice (BSC)	ALICE	BSC
My Neighbor Alice (ERC20)	ALICE	ETH
Myria (ERC20)	MYRIA	ETH
Myro (SOL)	MYRO	SOL
MyShell (BEP20)	shell	BEP20
MyShell (ERC20)	shell	ERC20
Mysterium (BEP20)	myst	BEP20
Mythos (ERC20)	MYTH	ETH
MYX Finance (BEP20)	myx	BEP20
Nafter (BEP20)	naft	BEP20
Naga Coin (ERC20)	NGC	ETH
NAGA (ERC20)	ngc	ERC20
Nakamoto Games (MATIC)	naka	MATIC
Nanobyte (BEP20)	nbt	BEP20
Nano	xno	Mainnet
Nasdaq ETF xStock (SOL)	qqqx	SOL
NASDEX (MATIC)	nsdx	MATIC
NATIX Network (SOL)	natix	SOL
NavCoin (Mainnet)	NAV	Mainnet
Navigate (BASE)	nvg8	BASE
NAVI Protocol (SUI)	NAVX	SUI
NAYM (BASE)	naym	BASE
Near (BSC)	near	BEP20
Near	near	Mainnet
NEAT (NEAR)	neat	NEAR
Nelore Coin (BEP20)	nlc	BEP20
Nelore Coin (BSC)	NLC	BSC
NEM	xem	Mainnet
Neo (N2)	neo	N2
Neo N3 (MAINNET)	neo3	MAINNET
Neo (N3)	neo	N3
NEON EVM (MAINNET)	neon	MAINNET
Neon EVM (SOL)	NEON	SOL
Neoxa (MAINNET)	neox	MAINNET
Nervos Network (Mainnet)	ckb	Mainnet
Nest Protocol (ERC20)	NEST	ETH
Netswap (METIS)	nett	METIS
Nettensor (ERC20)	NAO	ETH
Neurai (MAINNET)	xna	MAINNET
Neuron (ARBITRUM)	nrn	ARBITRUM
Neutron (MAINNET)	ntrn	MAINNET
New BitShares (MAINNET)	nbs	MAINNET
Newscrypto (ERC20)	nwc	ERC20
Newscrypto (XLM)	NWC	XLM
Newton Network (Binance Smart Chain) (BEP20)	newt	BEP20
Newton Protocol (ERC20)	newt	ERC20
New XAI gork (SOL)	gork	SOL
NEXA (MAINNET)	nexa	MAINNET
Nexera Foundation (ERC20)	nxra	ERC20
Nexo (ERC20)	nexo	ERC20
Nexo (MATIC)	nexo	MATIC
NEXPACE (AVAXC)	nxpc	AVAXC
NEXPACE (BEP20)	nxpc	BEP20
NFPrompt (BEP20)	nfp	BEP20
NFTb (BEP20)	nftb	BEP20
Nibiru Chain (MAINNET)	nibi	MAINNET
NightVerse.Game (ERC20)	nvg	ERC20
Nillion (MAINNET)	nil	MAINNET
Nimiq (MAINNET)	nim	MAINNET
Nim Network (NIM)	NIM	NIM
Niza Global (ERC20)	niza	ERC20
NKN (ERC20)	NKN	ETH
Node AI (ERC20)	GPU	ETH
Nodecoin (SOL)	nc	SOL
Nodle Network (MAINNET)	NODL	MAINNET
Non-Playable Coin (ERC20)	NPC	ETH
Nord Finance (ERC20)	NORD	ETH
Normie (BASE)	normie	BASE
Nosana (SOL)	nos	SOL
NOTAI (BEP20)	notai	BEP20
Notcoin (Toncoin)	not	TON
NOW Token (ERC20)	now	ERC20
nubcat (SOL)	nub	SOL
Nuco.cloud (ERC20)	NCDT	ETH
NuLink (ERC20)	nlk	ERC20
NULS (BEP20)	nuls	BEP20
Nuls (MAINNET)	nuls	MAINNET
Numbers Protocol (BSC)	NUM	BSC
Numeraire (ERC20)	nmr	ERC20
NVIDIA xStock (SOL)	nvdax	SOL
Nym (ERC20)	NYM	ETH
nyxt (ERC20)	nyxt	ERC20
Oasis Network (Mainnet)	rose	Mainnet
Oasis Network (OASIS SAPPHIRE)	rose	OASIS SAPPHIRE
Oasys (MAINNET)	oas	MAINNET
OASYS (OAS)	OAS	OAS
Obol (ERC20)	obol	ERC20
Ocean Protocol (ERC20)	ocean	ERC20
OctaSpace (ERC20)	octa	ERC20
Octavia (BEP20)	via	BEP20
Octo Gaming (SOL)	OTK	SOL
OddzToken (ERC20)	ODDZ	ETH
Odos (BASE)	odos	BASE
Official Melania Meme (SOL)	melania	SOL
OG Fan Token (BSC)	OG	BSC
OG Fan Token (CHZ)	OG	CHZ
OKB (ERC20)	okb	ERC20
Okratech Token (BEP20)	ortb	BEP20
OKZOO (BEP20)	aiot	BEP20
OMAX (MAINNET)	omax	MAINNET
OMG Network (ERC20)	omg	ERC20
Omni Network (ERC20)	OMNI	ETH
Ondo (ERC20)	ondo	ERC20
OneLedger (MAINNET)	olt	MAINNET
Only1 (SOL)	LIKE	SOL
Ontology (BEP20)	ont	BEP20
Ontology Gas (Mainnet)	ong	Mainnet
Ontology Gas (ONT)	ong	ONT
Ontology (Mainnet)	ont	Mainnet
Onyxcoin (BASE)	xcn	BASE
Onyxcoin (BEP20)	xcn	BEP20
Onyxcoin (ERC20)	xcn	ERC20
OokiDAO (ERC20)	OOKI	ETH
Ooki Protocol (ERC20)	ooki	ERC20
Oort Digital (MAINNET)	oort	MAINNET
Open Campus (BEP20)	edu	BEP20
OpenDAO (ERC20)	sos	ERC20
Openfabric AI (BEP20)	ofn	BEP20
Openfabric AI (BSC)	OFN	BSC
OpenLeverage (BSC)	OLE	BSC
OpenLeverage (ERC20)	OLE	ETH
OpenOcean (BEP20)	ooe	BEP20
OpenOcean (BSC)	OOE	BSC
Optimism (Mainnet)	op	Mainnet
Oraichain (ERC20)	orai	ERC20
Oraichain (MAINNET)	orai	MAINNET
Orange (BRC20)	ornj	BRC20
Orange (BTC)	ornj	BTC
OrangeDX (BEP20)	o4dx	BEP20
Orbit Chain (ERC20)	orc	ERC20
ORBIT (SOL)	grift	SOL
Orbler (ERC20)	ORBR	ETH
Orbofi AI (BEP20)	obi	BEP20
Orbofi (BSC)	OBI	BSC
Orbs (ERC20)	orbs	ERC20
Orca (SOL)	ORCA	SOL
Orchid (ERC20)	oxt	ERC20
Orderly Network (ERC20)	ORDER	ETH
Ordi (BTC)	ORDI	BTC
Ordi (Ordinals)	ordi	brc20
Ordiswap (ERC20)	ORDS	ETH
Origin Dollar (ERC20)	ousd	ERC20
Origin Protocol (ERC20)	ogn	ERC20
OriginTrail (ERC20)	trac	ERC20
Orion Protocol (BEP20)	orn	BEP20
Orion Protocol (ERC20)	orn	ERC20
Oshi Token (MATIC)	oshi	MATIC
Osmosis (Mainnet)	osmo	Mainnet
Outer Ring MMO (BEP20)	gq	BEP20
OVO (ERC20)	ovo	ERC20
Ovr (ERC20)	OVR	ETH
OZO(OZO) (MAINNET)	ozo	MAINNET
PAAL AI (ERC20)	PAAL	ETH
Pain (paintoken.com) (SOL)	pain	SOL
Paladeum (MAINNET)	plb	MAINNET
PaLM AI (ERC20)	palm	ERC20
Pancake Bunny (BEP20)	bunny	BEP20
PancakeSwap (APTOS)	cake	APTOS
PancakeSwap (BSC)	cake	BEP20
PancakeSwap (ERC20)	cake	ERC20
Pando (ERC20)	PANDO	ETH
Pandora (ERC20)	PANDORA	ETH
Pangolin (AVAXC)	png	AVAXC
Parcl (SOL)	PRCL	SOL
Parex Ecosystem (BEP20)	prx	BEP20
Paribus (ERC20)	PBX	ETH
Paris Saint-Germain Fan Token (BEP20)	psg	BEP20
Paris Saint-Germain Fan Token (CHILIZ)	psg	CHILIZ
Paris Saint-Germain Fan Token (CHZ)	PSG	CHZ
Particle Network (BASE)	parti	BASE
Particle Network (BEP20)	parti	BEP20
Particl	part	Mainnet
Partisia Blockchain (PARTISIA)	mpc	PARTISIA
PAWS (SOL)	paws	SOL
PAWSWAP (ERC20)	paw	ERC20
Pax Dollar (BEP20)	usdp	BEP20
Pax Dollar (ERC20)	usdp	ERC20
Pax Dollar (KCC)	usdp	KCC
PAX Gold (ERC20)	paxg	ERC20
PayPal USD (ERC20)	pyusd	ERC20
PayPal USD (SOL)	pyusd	SOL
peaq (MAINNET)	peaq	MAINNET
Pell Network (ERC20)	pell	ERC20
Pendle (Arbitrum One)	pendle	Arbitrum
Pendle (BEP20)	pendle	BEP20
Pendle (ERC20)	pendle	ERC20
Peng (SOL)	PENG	SOL
PEPEAI (BSC)	PEPEAI	BSC
PepeCoin (ERC20)	pepecoin	ERC20
Pepecoin (Mainnet)	PEP	Mainnet
Pepe (ERC20)	pepe	ERC20
PepeFork (ERC20)	PORK	ETH
pepe in a memes world (ERC20)	PEW	ETH
PERL.eco (BEP20)	perl	BEP20
PERL.eco (ERC20)	perl	ERC20
Permission Coin (MATIC)	ask	MATIC
Perpetual Protocol (BEP20)	perp	BEP20
Perpetual Protocol (ERC20)	perp	ERC20
Persistence (Mainnet)	xprt	Mainnet
Phala Network (BEP20)	pha	BEP20
Phala Network (ERC20)	pha	ERC20
Phantasma (ERC20)	soul	ERC20
Phantasma (MAINNET)	soul	MAINNET
Phavercoin (BASE)	social	BASE
Philtoken (ERC20)	phil	ERC20
Phoenix Global (BSC)	PHB	BSC
Picasso (MAINNET)	pica	MAINNET
Pig Finance (BEP20)	pig	BEP20
Pine Token (ERC20)	pine	ERC20
PinEye (BEP20)	pineye	BEP20
PIPPIN (SOL)	pippin	SOL
PIP (SOL)	PIP	SOL
Pirate Chain	arrr	Mainnet
Pirate Chain (BEP20)	arrr	BEP20
Pitbull (BEP20)	pit	BEP20
PIVX (No Shield)	pivx	Mainnet
Pixels (ERC20)	PIXEL	ETH
Pixels (RONIN)	pixel	RONIN
Pixelverse (ERC20)	pixfi	ERC20
Pixie (MAINNET)	pix	MAINNET
Planet (ERC20)	PLANET	ETH
PLAYA3ULL GAMES (MAINNET)	3ull	MAINNET
Playbux (BEP20)	pbux	BEP20
PlayDapp (ERC20)	pla	ERC20
PlayDapp (MATIC)	pla	MATIC
PlayZap Games (BEP20)	pzp	BEP20
Plume (ERC20)	plume	ERC20
Pluton (ERC20)	PLU	ETH
pNetwork (ERC20)	pnt	ERC20
Pocket Network (MAINNET)	pokt	MAINNET
Pocket Network (POKT)	POKT	POKT
PointPay (AVAXC)	PXP	AVAXC
PolkaBridge (ERC20)	PBR	ETH
Polkacity (BEP20)	polc	BEP20
Polka City (BSC)	POLC	BSC
Polka City (ERC20)	POLC	ETH
Polkadex (MAINNET)	pdex	MAINNET
Polkadot (BSC)	dot	BEP20
Polkadot (ERC20)	dot	ERC20
Polkadot (Mainnet)	dot	Mainnet
Polkamarkets (ERC20)	polk	ERC20
Polkastarter (BEP20)	pols	BEP20
Polkastarter (ERC20)	pols	ERC20
Polygon (BEP20)	matic	BEP20
Polygon (Polygon)	pol	Mainnet
Polyhedra Network (Binance Smart Chain) (BEP20)	zkj	BEP20
Polyhedra Network (Ethereum) (ERC20)	zkj	ERC20
Polyhedra (ZKSYNC)	ZK	ZKSYNC
Polylastic (MATIC)	polx	MATIC
Polymesh (Mainnet)	polyx	Mainnet
PolySwarm (ERC20)	nct	ERC20
Polytrade (ERC20)	TRADE	ETH
Polytrade (MATIC)	trade	MATIC
Pomerium (BEP20)	pmg	BEP20
Pond Coin (ERC20)	pndc	ERC20
Ponder (ERC20)	pndr	ERC20
PONKE (SOL)	PONKE	SOL
Pontem Liquidswap (APTOS)	lsd	APTOS
Poodl Token (BEP20)	poodl	BEP20
POOH (ERC20)	POOH	ETH
Poolz Finance (BEP20)	poolx	BEP20
Poolz Finance (BSC)	POOLX	BSC
Popcat (SOL)	POPCAT	SOL
Populous (ERC20)	ppt	ERC20
Port3 Network (BEP20)	port3	BEP20
Port3 Network (ERC20)	port3	ERC20
Portal (ERC20)	PORTAL	ETH
Portugal National Team Fan Token (CHZ)	POR	CHZ
Position Exchange (BEP20)	posi	BEP20
Power Ledger (ERC20)	powr	ERC20
PowerPool (ERC20)	cvp	ERC20
Presearch (ERC20)	PRE	ETH
PRIMAL (BEP20)	primal	BEP20
Prisma Finance  (ERC20)	prisma	ERC20
Prisma Finance (ERC20)	PRISMA	ETH
Privasea AI (BEP20)	prai	BEP20
Probinex (BEP20)	pbx	BEP20
Project Galaxy (BEP20)	gal	BEP20
Project Galaxy (ERC20)	gal	ERC20
Prom (BEP20)	prom	BEP20
Prom (ERC20)	prom	ERC20
Props Token (APTOS)	props	APTOS
Prosper (BEP20)	pros	BEP20
Prosper (ERC20)	pros	ERC20
Proton (MAINNET)	xpr	MAINNET
pSTAKE Finance (ERC20)	PSTAKE	ETH
PUFFER (ERC20)	puffer	ERC20
Puffverse (ERC20)	pfvs	ERC20
Puffverse (RONIN)	pfvs	RONIN
Pullix (ERC20)	plx	ERC20
Pulsechain (Mainnet)	pls	Mainnet
Pulsechain (PLS) (PULSE)	pls	PULSE
Pump.fun (SOL)	PUMP	SOL
Pundi X (ERC20)	pundix	ERC20
PUSH (ERC20)	PUSH	ETH
PymeDAO (ERC20)	pyme	ERC20
Pyth Network (SOL)	PYTH	SOL
QATAR 2022 TOKEN (BEP20)	fwc	BEP20
QnA3.AI (BEP20)	gpt1	BEP20
QORPO WORLD (ERC20)	QORPO	ETH
QTUM (Mainnet)	qtum	Mainnet
Quai Network (MAINNET)	quai	MAINNET
QuantixAI (ERC20)	qai	ERC20
Quantoz EURQ (ERC20)	eurq	ERC20
Quantoz USDQ (ERC20)	usdq	ERC20
Quant	qnt	Mainnet
Quantstamp (ERC20)	qsp	ERC20
Quantum R. Ledger (MAINNET)	qrl	MAINNET
QuarkChain (ERC20)	qkc	ERC20
QuarkChain (MAINNET)	qkc	MAINNET
Qubic (Mainnet)	QUBIC	Mainnet
QuickSwap New (ERC20)	quick	ERC20
Quickswap New (MATIC)	quick	MATIC
RACA (BEP20)	raca	BEP20
Race Kingdom (BEP20)	atoz	BEP20
Radiant Capital (BASE)	rdnt	BASE
Radiant Capital (BEP20)	rdnt	BEP20
Radiant Capital (ERC20)	rdnt	ERC20
Radiant (MAINNET)	rxd	MAINNET
Radicle (ERC20)	rad	ERC20
RadioCaca (ERC20)	raca	ERC20
Radit Capital (ARBITRUM)	RDNT	ARBITRUM
RADIX (ERC20)	xrd	ERC20
Radix (MAINNET)	xrd	MAINNET
Rainbow Token (BEP20)	rainbow	BEP20
Rain Coin (MATIC)	raincoin	MATIC
Rainmaker Games (BEP20)	rain	BEP20
Rainmaker Games (BSC)	RAIN	BSC
Rainmaker Games (ERC20)	rain	ERC20
Rally (ERC20)	rly	ERC20
RankerDAO (BEP20)	ranker	BEP20
RankerDAO (ERC20)	RANKER	ETH
Rarible (ERC20)	rari	ERC20
Rato The Rat (ERC20)	rato	ERC20
Rats (BTC)	RATS	BTC
Rats (Ordinals)	rats	brc20
Ravencoin	rvn	Mainnet
Raydium (SOL)	ray	SOL
READY!  (SOL)	ready	SOL
Ready To Fight (BEP20)	rtf	BEP20
Ready to Fight (ERC20)	rtf	ERC20
Realio Network (ERC20)	rio	ERC20
Reality Metaverse (MATIC)	rmv	MATIC
Real Smurf Cat (ERC20)	smurfcat	ERC20
Redbelly Network (MAINNET)	rbnt	MAINNET
Redbelly Network (REDBELLY)	rbnt	REDBELLY
Redbrick (BEP20)	bric	BEP20
Reddio (BEP20)	rdo	BEP20
REDX (TON)	redx	TON
Reef (BEP20)	reef	BEP20
Reef (ERC20)	reef	ERC20
Reef (MAINNET)	reef	MAINNET
Reflexer Ungovernance Token (ERC20)	flx	ERC20
RefundCoin (ERC20)	rfd	ERC20
Reign of Terror (BEP20)	reign	BEP20
REI Network (MAINNET)	rei	MAINNET
REI Network (REI)	REI	REI
Rejuve.AI (BEP20)	rjv	BEP20
Rejuve.AI (ERC20)	rjv	ERC20
Rejuve Token (ADA)	rjv	ADA
Rekt (ARBITRUM)	rekt	ARBITRUM
Rekt (rektcoin.com) (ERC20)	rektcoin	ERC20
Render (SOL)	RENDER	SOL
Render Token (ERC20)	rndr	ERC20
Render Token (MATIC)	rndr	MATIC
Ren (ERC20)	ren	ERC20
Renzo (ERC20)	REZ	ETH
Request (ERC20)	req	ERC20
Reserve Rights (ERC20)	rsr	ERC20
Resistance Dog	redo	TON
Resolv (Binance Smart Chain) (BEP20)	resolv	BEP20
Resolv (ERC20)	resolv	ERC20
Retard Finder Coin (SOL)	rfc	SOL
REV3AL (BSC)	REV3L	BSC
REVOX (BEP20)	rex	BEP20
Revuto (ADA)	REVU	ADA
REVV (ERC20)	REVV	ETH
Ribbon Finance (ERC20)	rbn	ERC20
RichQUACK (BEP20)	quack	BEP20
RIO (BSC)	RIO	BSC
Ripio Credit Network (ERC20)	rcn	ERC20
Ripple (Mainnet)	xrp	Mainnet
Rivalz Network (BASE)	riz	BASE
ROA CORE (SOL)	roa	SOL
Roam (SOL)	roam	SOL
Robinhood xStock (SOL)	hoodx	SOL
Rocket Pool (ERC20)	rpl	ERC20
Rocket Pool ETH (ERC20)	reth	ERC20
Roco Finance (AVAXC)	ROCO	AVAXC
Ronin (Mainnet)	RON	Mainnet
Ronin (RONIN)	ron	RONIN
ROOBEE (ERC20)	ROOBEE	ETH
Rook (MAINNET)	rook	MAINNET
RoOLZ (TON)	godl	TON
Roost (BASE)	roost	BASE
Router Protocol (ERC20)	route	ERC20
Router Protocol (MAINNET)	route	MAINNET
Router Protocol (MATIC)	route	MATIC
RSK (Mainnet)	rif	RSK
RSS3 (ERC20)	rss3	ERC20
Rug World Assets (BEP20)	rwa	BEP20
Rupiah Token (ERC20)	idrt	ERC20
SAD HAMSTER (SOL)	HAMMY	SOL
Safe (ERC20)	SAFE	ETH
Safe Haven (VET)	sha	VET
Safemars (BEP20)	safemars	BEP20
SafePal (BEP20)	sfp	BEP20
SafePal (ERC20)	sfp	ERC20
Safereum (ERC20)	safereum	ERC20
Saga (MAINNET)	saga	MAINNET
Sahara AI (BEP20)	sahara	BEP20
Sahara AI (ERC20)	sahara	ERC20
SaitaChain Coin (BEP20)	stc	BEP20
Saitama (ERC20)	saitama	ERC20
Salt (ERC20)	salt	ERC20
Samoyed Coin (SOL)	SAMO	SOL
Sanshu Inu (ERC20)	sanshu	ERC20
Santiment Network Token (ERC20)	san	ERC20
Santos FC Fan Token (BEP20)	santos	BEP20
Saros (SOL)	SAROS	SOL
Sator (SOL)	SAO	SOL
Satoshi Island (BEP20)	stcis	BEP20
Satoshi Island Coin (BSC)	STC	BSC
SatoshiVM (ERC20)	savm	ERC20
Sats (Ordinals)	sats	brc20
Scallop (BEP20)	sclp	BEP20
Scallop (BSC)	SCLP	BSC
SCA (SUI)	SCA	SUI
Scrat (SOL)	SCRAT	SOL
Script Network (BEP20)	scpt	BEP20
Script Network (BSC)	SCPT	BSC
Scroll (MAINNET)	scr	MAINNET
Seamless (BASE)	seam	BASE
Seamless (ERC20)	SEAM	ETH
Seascape Crowns (BEP20)	cws	BEP20
Seascape Crowns (BSC)	CWS	BSC
Secret (BEP20)	scrt	BEP20
Secret (Mainnet)	scrt	Mainnet
Seedify.Fund (BEP20)	sfund	BEP20
SEED (SUI)	seed	SUI
Sei (Mainnet)	sei	Mainnet
Sei (SEIEVM)	sei	SEIEVM
Self Chain (MAINNET)	slf	MAINNET
Selfkey (ERC20)	KEY	ETH
Sender AI  (NEAR)	asi	NEAR
Sensay (ERC20)	snsy	ERC20
Sensorium (ERC20)	SENSO	ETH
Seraph (BEP20)	seraph	BEP20
Serenity Shield (BEP20)	sersh	BEP20
Serum (ERC20)	srm	ERC20
Serum (SOL)	srm	SOL
SGC (BEP20)	sgc	BEP20
SGC (OASYS)	sgc	OASYS
Shadow Token (SOL)	shdw	SOL
Shapeshift FOX Token (ERC20)	fox	ERC20
ShareToken (ERC20)	shr	ERC20
Sharpe AI (ERC20)	sai	ERC20
Shentu (BEP20)	ctk	BEP20
Shentu (MAINNET)	ctk	MAINNET
SHIBA INU (BEP20) (BEP20)	SHIBBSC	BEP20
Shiba Inu (BSC)	shib	BEP20
Shiba Inu (ERC20)	shib	ERC20
Shiba Inu TREAT (ERC20)	treat	ERC20
Shiba Predator (ERC20)	qom	ERC20
Shiden Network (MAINNET)	sdn	MAINNET
Shieldeum (BEP20)	sdm	BEP20
Shiro Neko (ERC20)	shiro	ERC20
SHRAP (AVAXC)	SHRAP	AVAXC
Shrub (ERC20)	shrub	ERC20
Siacoin (Mainnet)	sc	Mainnet
Sidus (ERC20)	SIDUS	ETH
Sienna (ERC20)	wsienna	ERC20
Sign (BASE)	sign	BASE
Sign (BEP20)	sign	BEP20
Sign (ERC20)	sign	ERC20
Silencio (PEAQ)	slc	PEAQ
Silly Dragon (SOL)	SILLY	SOL
SingularityDAO (BEP20)	sdao	BEP20
SingularityDAO (ERC20)	sdao	ERC20
Singularity Finance (ERC20)	sfi	ERC20
SingularityNET (ADA)	agix	ADA
SingularityNET (ERC20)	agix	ERC20
siren (BEP20)	siren	BEP20
SIX (BSC)	SIX	BSC
SKALE Network (ERC20)	skl	ERC20
Skate (BEP20)	skate	BEP20
Skate (ERC20)	skate	ERC20
SKILL (BEP20)	skill	BEP20
Ski Mask Dog (BASE)	ski	BASE
SKYAI (BEP20)	skyai	BEP20
Sky (ETH)	SKY	ERC20
Sleepless AI (BEP20)	ai	BEP20
Slerf (SOL)	SLERF	SOL
Slop (SOL)	slop	SOL
Slothana (SOL)	sloth	SOL
SmarDex (ERC20)	sdex	ERC20
Smart Blockchain (MAINNET)	smart	MAINNET
Smart Game Finance (ERC20)	smart	ERC20
SmartKey (ERC20)	SKEY	ETH
Smart Layer Network  (ERC20)	sln	ERC20
Smart Layer Network (ERC20)	SLN	ETH
Smiley (ERC20)	SMILEY	ETH
Smoking Chicken Fish (SOL)	scf	SOL
smolecoin (SOL)	SMOLE	SOL
Smooth Love Potion (BEP20)	slp	BEP20
Smooth Love Potion (ERC20)	slp	ERC20
Snek (ADA)	snek	ADA
Snowswap (ERC20)	SNOW	ETH
Soil (MATIC)	soil	MATIC
Solama (SOL)	SOLAMA	SOL
Solana (BEP20)	sol	BEP20
Solana	sol	Mainnet
Solanium (SOL)	SLIM	SOL
Solar Network (Mainnet)	sxp	Mainnet
Solayer (ERC20)	layer	ERC20
Solchat (SOL)	chat	SOL
Solidus Ai Tech (BEP20)	aitech	BEP20
SolMail (SOL)	MAIL	SOL
Sologenic (XRP)	SOLO	XRP
SOLVE (ERC20)	solve	ERC20
Solv Protocol (BEP20)	solv	BEP20
SomeSinG (KLAY)	SSG	KLAY
Sommelier (ERC20)	somm	ERC20
Songbird (MAINNET)	sgb	MAINNET
Sonic (Mainnet, ex FTM)	s	Mainnet
SONM (BEP20)	snm	BEP20
SONM (ERC20)	snm	ERC20
Sonorus (BEP20)	sns	BEP20
Sonorus (BSC)	SNS	BSC
Sonorus (SOL)	sns	SOL
SOON (BEP20)	soon	BEP20
SOON (SOL)	soon	SOL
Sophon (BEP20)	soph	BEP20
Sophon (ERC20)	soph	ERC20
Sophon (MAINNET)	soph	MAINNET
Sora (ERC20)	SORA	ETH
SoSoValue (Base) (BASE)	soso	BASE
SoSoValue (BASE)	sosobase	BASE
SoSoValue (ERC20)	soso	ERC20
Soulsaver (ERC20)	SOUL	ETH
Sovryn (ERC20)	sov	ERC20
SP500 ETF xStock (SOL)	spyx	SOL
Space and Time (ERC20)	sxt	ERC20
SPACE ID (BEP20)	id	BEP20
SPACE ID (ERC20)	id	ERC20
Spacemesh (MAINNET)	smh	MAINNET
Space Nation (ERC20)	oik	ERC20
Spark (BEP20)	spk	BEP20
Spark (ERC20)	spk	ERC20
SparkPoint (ERC20)	srk	ERC20
Spectral (ERC20)	spec	ERC20
Spellfire (ERC20)	SPELLFIRE	ETH
Spell Token (AVAXC)	spell	AVAXC
Spell Token (ERC20)	spell	ERC20
Sperax (ARBITRUM)	SPA	ARBITRUM
Sperax (ERC20)	SPA	ETH
Spike (SOL)	SPIKE	SOL
Splintershards (BEP20)	sps	BEP20
Splintershards (ERC20)	sps	ERC20
Spookyswap (SONIC)	boo	SONIC
Spores Network (ERC20)	spo	ERC20
SPX6900 (ERC20)	spx	ERC20
S.S. Lazio Fan Token (BEP20)	lazio	BEP20
ssv.network (ERC20)	ssv	ERC20
StablR Euro (ERC20)	eurr	ERC20
StablR USD (ERC20)	usdr	ERC20
Stacks (Mainnet)	stx	Mainnet
Stader (ERC20)	sd	ERC20
StaFi (ERC20)	fis	ERC20
Stafi (MAINNET)	fis	MAINNET
Stage  (BEP20)	stage	BEP20
Staika (SOL)	stik	SOL
StakeStone (BEP20)	sto	BEP20
StakeStone (ERC20)	sto	ERC20
Standard (ERC20)	stnd	ERC20
Star Atlas DAO (SOL)	POLIS	SOL
Star Atlas (SOL)	ATLAS	SOL
Stargate Finance (AVAXC)	stg	AVAXC
Stargate Finance (BEP20)	stg	BEP20
Stargate Finance (ERC20)	stg	ERC20
Stargate Finance (FTM)	stg	FTM
Stargate Finance (Mainnet)	stg	Mainnet
Stargate Finance (MATIC)	stg	MATIC
StarHeroes (ARBITRUM)	starheroes	ARBITRUM
Starknet (MAINNET)	strk	MAINNET
Starknet (STRK)	strkstrk	STRK
Starlink (ERC20)	starl	ERC20
StarSlax (XLM)	sslx	XLM
STASIS EURO (ERC20)	eurs	ERC20
Statter Network (MAINNET)	stt	MAINNET
Status (ERC20)	snt	ERC20
Steem (Mainnet)	steem	Mainnet
Stellar Lumens (BEP20)	xlm	BEP20
Stellar (Mainnet)	xlm	Mainnet
STEMX (BEP20)	stemx	BEP20
Step App (AVAXC)	FITFI	AVAXC
Step App (FITFI)	FITFI	FITFI
